Авторы,Идентификаторы авторов,Ссылка,Ключевые слова автора,Ключевые слова указателя
"Kassebaum N., Kyu H.H., Zoeckler L., Olsen H.E., Thomas K., Pinho C., Bhutta Z.A., Dandona L., Ferrari A., Ghiwot T.T., Hay S.I., Kinfu Y., Liang X., Lopez A., Malta D.C., Mokdad A.H., Naghavi M., Patton G.C., Salomon J., Sartorius B., Topor-Madry R., Vollset S.E., Werdecker A., Whiteford H.A., Abate K.H., Abbas K., Damtew S.A., Ahmed M.B., Akseer N., Al-Raddadi R., Alemayohu M.A., Altirkawi K., Abajobir A.A., Amare A.T., Antonio C.A.T., Arnlov J., Artaman A., Asayesh H., Avokpaho E.F.G.A., Awasthi A., Quintanilla B.P.A., Bacha U., Betsu B.D., Barac A., Barnighausen T.W., Baye E., Bedi N., Bensenor I.M., Berhane A., Bernabe E., Bernal O.A., Beyene A.S., Biadgilign S., Bikbov B., Boyce C.A., Brazinova A., Hailu G.B., Carter A., Castaneda-Orjuela C.A., Catala-Lopez F., Charlson F.J., Chitheer A.A., Choi J.-Y.J., Ciobanu L.G., Crump J., Dandona R., Dellavalle R.P., Deribew A., DeVeber G., Dicker D., Ding E.L., Dubey M., Endries A.Y., Erskine H.E., Faraon E.J.A., Faro A., Farzadfar F., Fernandes J.C., Fijabi D.O., Fitzmaurice C., Fleming T.D., Flor L.S., Foreman K.J., Franklin R.C., Fraser M.S., Frostad J.J., Fullman N., Gebregergs G.B., Gebru A.A., Geleijnse J.M., Gibney K.B., Yihdego M.G., Ginawi I.A.M., Gishu M.D., Gizachew T.A., Glaser E., Gold A.L., Goldberg E., Gona P., Goto A., Gugnani H.C., Jiang G., Gupta R., Tesfay F.H., Hankey G.J., Havmoeller R., Hijar M., Horino M., Hosgood H.D., Hu G., Jacobsen K.H., Jakovljevic M.B., Jayaraman S.P., Jha V., Jibat T., Johnson C.O., Jonas J., Kasaeian A., Kawakami N., Keiyoro P.N., Khalil I., Khang Y.-H., Khubchandani J., Kiadaliri A.A.A., Kieling C., Kim D., Kissoon N., Knibbs L.D., Koyanagi A., Krohn K.J., Defo B.K., Bicer B.K., Kulikoff R., Kumar G.A., Lal D.K., Lam H.Y., Larson H.J., Larsson A., Laryea D.O., Leung J., Lim S.S., Lo L.-T., Lo W.D., Looker K.J., Lotufo P.A., El Razek H.M.A., Malekzadeh R., Shifti D.M., Mazidi M., Meaney P.A., Meles K.G., Memiah P., Mendoza W., Mengistie M.A., Mengistu G.W., Mensah G.A., Miller T.R., Mock C., Mohammadi A., Mohammed S., Monasta L., Mueller U., Nagata C., Naheed A., Nguyen G., Le Nguyen Q., Nsoesie E., Oh I.-H., Okoro A., Olusanya J.O., Olusanya B.O., Ortiz A., Paudel D., Pereira D.M., Perico N., Petzold M., Phillips M.R., Polanczyk G.V., Pourmalek F., Qorbani M., Rafay A., Rahimi-Movaghar V., Rahman M., Rai R.K., Ram U., Rankin Z., Remuzzi G., Renzaho A.M.N., Roba H.S., Rojas-Rueda D., Ronfani L., Sagar R., Sanabria J.R., Mohammed M.S.K., Santos I.S., Satpathy M., Sawhney M., Schottker B., Schwebel D.C., Scott J.G., Sepanlou S.G., Shaheen A., Shaikh M.A., She J., Shiri R., Shiue I., Sigfusdottir I.D., Singh J., Silpakit N., Smith A., Sreeramareddy C., Stanaway J.D., Stein D.J., Steiner C., Sufiyan M.B., Swaminathan S., Tabares-Seisdedos R., Tabb K.M., Tadese F., Tavakkoli M., Taye B., Teeple S., Tegegne T.K., Shifa G.T., Terkawi A.S., Thomas B., Thomson A.J., Tobe-Gai R., Tonelli M., Tran B.X., Troeger C., Ukwaja K.N., Uthman O., Vasankari T., Venketasubramanian N., Vlassov V.V., Weiderpass E., Weintraub R., Gebrehiwot S.W., Westerman R., Williams H.C., Wolfe C.D.A., Woodbrook R., Yano Y., Yonemoto N., Yoon S.-J., Younis M.Z., Yu C., El Sayed Zaki M., Zegeye E.A., Zuhlke L.J., Murray C.J.L., Vos T.","55522621100;57203681290;57203905510;57203080494;56239717800;57195355789;56511366600;7007017243;57195348880;57195446566;7101875313;12770281900;26662590300;7401455668;15835283500;7004813962;57190801663;7102184358;56745638600;12788526800;57190521834;57196315778;57200084900;55906494000;57199665998;57190285707;57194671668;57191838087;57196315991;57203397490;57203080528;57202762923;57203613441;57202220009;55247644500;6602512227;57203859053;55334322800;57200132512;57200155811;57203808768;57200173721;57196316128;55550748700;23011726900;57185636200;57203894878;7004830338;57200410735;57194696150;57191623834;57202567042;57195448180;57202568648;7005306160;57194582601;57202813687;57201756395;35769124700;24365793900;57191632086;57191848415;57203921941;57201603453;57202595111;35298654700;7003806771;25625914400;7005059200;57196026676;54413849800;57196427199;57203381653;57202798676;57195414019;57195311100;57195049611;35274726800;56133163100;57203197460;57202561163;54414102000;57202553827;7201428429;57202561859;57202371577;57202568938;57078990000;57196196083;35195702500;57202564104;57194541914;57195253463;57190277898;57194547996;56133254300;57194129483;57191842703;57203935468;57193212299;7005567008;56984997300;56687508100;57203977293;7102816661;57202558005;55989717500;57195769276;56353204400;57203667265;26029163100;14318929700;57125636400;7005119423;57195375207;35995519100;55851940383;57195540738;35377339000;57203177260;57203693897;57198904674;57203542935;57199100665;57196258365;57202555126;7006364038;16313525200;57197741912;57194138806;57196350682;57196187462;57192649345;57195139544;57190274048;57201654801;57202559143;56381985300;57201281307;36657337400;57201800433;57191843327;7201502568;57202553673;57202814422;57195948755;7005197760;57194541622;57200232563;13806990300;57203334015;57202148384;57201491872;57200737004;57194540056;57196028147;7403948600;7005790549;56720095000;57202033739;57202032866;57203716074;50061824800;57202560989;57191591002;57191836157;54179760200;57200124350;54682112200;57203080513;35613148200;7201911399;57196323643;57200690024;57202564359;7003628893;35559388200;6507552141;8309390500;24831040300;57202808514;6507646446;57203666926;51864423900;26653819000;57200251742;56466188600;6505786588;57200684844;57202729308;6602565620;7004906586;7006262917;56668668900;57198312911;56541895200;57202027541;37665918200;6603681532;57201036705;36248136000;57202560956;57203122601;57194540353;57200737050;35811219800;57195363778;7404421736;57202401404;57191843859;57203777672;57201210928;36044927700;57202440029;57195644126;7102380757;6602981102;51162023700;57190805861;57202524239;23475724200;57191850890;57194541264;57144471300;57195918947;7401507541;57203977246;55361642300;57203221376;41961645200;57195223624;57202824584;23026328100;57189653936;56804702100;8964933400;14025305900;7006079405;57194550425;57200587387;23500447000;57200115541;57200298006;57196965200;14526292500;24823148900;8549393000;57201889726;57200095899;57191155206;57200736999;7402491787;7003628012;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020522016&doi=10.1001%2fjamapediatrics.2017.0250&partnerID=40&md5=362a33711e7a14765785f29192557dd2",,"abortion; acquired immune deficiency syndrome; adolescent; Africa south of the Sahara; age; anemia; automutilation; cause of death; child; childhood injury; childhood mortality; congenital malformation; diarrhea; disability; drowning; duodenitis; ectopic pregnancy; educational status; epilepsy; female; fertility; gastritis; global disease burden; hearing impairment; hemoglobinopathy; hemolytic anemia; human; Human immunodeficiency virus infection; income; infection; infection complication; intellectual impairment; iron deficiency anemia; lower respiratory tract infection; major clinical study; malaria; male; measles; meningitis; newborn disease; newborn hemolytic disease; newborn jaundice; newborn sepsis; non communicable disease; nutritional deficiency; nutritional disorder; obstetric hemorrhage; perinatal asphyxia; pregnancy complication; premature labor; priority journal; protein calorie malnutrition; reproductive health; Review; risk factor; sex difference; sickle cell anemia; South Asia; spontaneous abortion; substance abuse; sudden infant death syndrome; tetanus; visual impairment; adolescent health; child health; childhood mortality; global disease burden; global health; handicapped child; pregnancy; Pregnancy Complications; statistics and numerical data; trends; Wounds and Injuries; Adolescent; Adolescent Health; Age Factors; Cause of Death; Child; Child Health; Child Mortality; Disabled Children; Female; Global Burden of Disease; Global Health; Humans; Male; Pregnancy; Pregnancy Complications; Risk Factors; Sex Factors; Wounds and Injuries"
"Häuberer J., Tatarko A.","55957625500;8440401400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020013422&doi=10.5153%2fsro.4239&partnerID=40&md5=d1c9bc728b117f2c3cbc270fa6839d4e","Culture; Individual Social Capital; Modernization; Resource Generator; Social Networks; Tradition",
"Nakamura S., Pashkin Y.A., Taupin M., Maisi V.F., Khaymovich I.M., Mel'Nikov A.S., Peltonen J.T., Pekola J.P., Okazaki Y., Kashiwaya S., Kawabata S., Vasenko A.S., Tsai J.-S., Kaneko N.-H.","56076702700;7004495404;35213986400;24829790700;26867827700;7102720185;15766156500;7006198545;54179593100;7005425802;55548067900;8964807800;56076879400;7102444273;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020005456&doi=10.1103%2fPhysRevApplied.7.054021&partnerID=40&md5=1ad9e5619f0c13e1224bfd9615f06f32",,
"Ikhsanov R.Sh., Novitsky A.V., Protsenko I.E., Uskov A.V.","15131512700;8700957600;7006067536;7006136819;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044921830&doi=10.1109%2fPIERS.2017.8262241&partnerID=40&md5=c283a6f2772912c6b504f707199b6152",,"Computer software; Photoemission; Plasmonics; Numerical results; Physical model; Plasmonic nanoparticle; Semiconductor matrices; Metal nanoparticles"
"Bespalov P., Mizonova V.","6701525903;6507618579;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019714309&doi=10.5194%2fangeo-35-671-2017&partnerID=40&md5=d07e631035115c0c113a76f1184a7645","Magnetospheric physics (magnetosphere ionosphere interactions; plasma waves and instabilities)","electromagnetic wave; ground-based measurement; ionosphere; magnetic field; numerical model; wave equation; wave field; wave propagation"
"Kahl O., Ferrari S., Kovalyuk V., Vetter A., Lewes-Malandrakis G., Nebel C., Korneev A., Goltsman G., Pernice W.","56898793400;56594333800;35778256000;57188632848;55681662400;7006405412;7006297830;7006771637;16040560600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019643877&doi=10.1364%2fOPTICA.4.000557&partnerID=40&md5=0e74bed4a1d1df1a0a4e49ee803fc4c8",,"Color centers; Energy transfer; Fluorescence; Fluorescence spectroscopy; Imaging techniques; Nanophotonics; Photodetectors; Photon correlation spectroscopy; Photons; Spectrometers; Spectroscopic analysis; Timing circuits; Fluorescence Correlation Spectroscopy; Fluorescence resonance energy transfer microscopy; Multi-detector device; Multiple wavelength channels; Nanophotonic circuits; Single photon detection; Single-photon spectroscopy; Superconducting nanowire single photon detectors; Particle beams"
"Kovaleva N.N., Kusmartseva O.E., Kugel K.I., Kusmartsev F.V.","7101643604;6603467057;7003929702;7006372417;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020078546&doi=10.1088%2f1742-6596%2f833%2f1%2f012005&partnerID=40&md5=931ea51b8c5e50ed2c66e5c0fcbc822c",,"Colossal magnetoresistance; Electron transitions; Electron-phonon interactions; Electrons; Ground state; Ions; Jahn-Teller effect; Manganese; Manganites; Molecules; Phonons; Potential energy; Quantum chemistry; Raman scattering; Spectroscopic ellipsometry; Electron-vibrational coupling; High-temperature superconductivity; Jahn-Teller crystals; Local deformations; Orbital excitations; Potential profiles; Scattering techniques; Vibronic excitation; Excited states"
"Colosio M., Shestakova A., Nikulin V.V., Blagovechtchenski E., Klucharev V.","56300578700;6701794973;7007084310;6506349269;6508265153;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019878189&doi=10.1523%2fJNEUROSCI.3209-16.2017&partnerID=40&md5=20e8c25e7fecfdb118109d03be9eff3b","Cognitive dissonance; Error-related negativity; Long-range temporal correlation; Resting state; Spread of alternatives","adult; Article; behavior; cognition; controlled study; decision making; electroencephalography; Eriksen Flanker task; evoked response; experimental test; female; human; human experiment; Likert scale; male; mental disease; muscle contraction; nerve cell network; normal human; prefrontal cortex; priority journal; task performance; brain mapping; conflict; electroencephalography; physiology; procedures; young adult; Brain Mapping; Choice Behavior; Cognitive Dissonance; Conflict (Psychology); Electroencephalography; Female; Humans; Male; Nerve Net; Prefrontal Cortex; Task Performance and Analysis; Young Adult"
"Mahjoory K., Nikulin V.V., Botrel L., Linkenkaer-Hansen K., Fato M.M., Haufe S.","57193715564;7007084310;55815794000;6602321598;7004706468;6701430010;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016014548&doi=10.1016%2fj.neuroimage.2017.02.076&partnerID=40&md5=063b5655366613c6f15398d07e774c18","Consistency; Electroencephalography (EEG); Forward/inverse modeling; Functional/effective connectivity; Reproducibility; Source localization","adult; Article; brain function; brain region; connectome; electroencephalography; female; human; human experiment; image analysis; image processing; information processing; male; neuroimaging; normal human; resting state network; signal noise ratio; validation study; alpha rhythm; biological model; brain cortex; brain mapping; electroencephalography; nerve tract; physiology; procedures; reproducibility; signal processing; Alpha Rhythm; Brain Mapping; Cerebral Cortex; Electroencephalography; Humans; Models, Neurological; Neural Pathways; Reproducibility of Results; Signal Processing, Computer-Assisted; Signal-To-Noise Ratio"
"Bienvenu M., Kikot S., Kontchakov R., Podolskii V.V., Ryzhikov V., Zakharyaschev M.","23007444300;50262220100;23008721700;23092161300;23467849100;6602982360;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021207408&doi=10.1145%2f3034786.3034791&partnerID=40&md5=130b0d85d8fb9e2531314010b6657d46","Combined complexity; Ontology-based data access; Ontology-mediated query; Parameterised complexity; Query rewriting","Database systems; Query processing; Trees (mathematics); Bounded treewidth; Combined complexity; Conjunctive queries (cqs); Negative sides; Non-recursive datalog; Ontology-based data access; Parameterised complexity; Query rewritings; Ontology"
"Poylova A., Polukhina E.","57194277914;57016670000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019543085&partnerID=40&md5=811d1cbdadbca8b28b484a19b20e9567","Entrepreneur; Individual life trajectories; Institutions of socialization; Mixed methods research",
"Nechaev S.K., Tamm M.V., Valba O.V.","7006930329;7006098030;37100734000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020033036&doi=10.1088%2f1742-5468%2faa680a&partnerID=40&md5=4e7633af1d64760af1cb7a6f00928c59","networks; phase transitions into absorbing states; polymers; random graphs; random matrix theory and extensions",
"Novikov N.A., Nurislamova Y.M., Zhozhikashvili N.A., Kalenkovich E.E., Lapina A.A., Chernyshev B.V.","57050150500;57194142620;57194142568;57194144998;57194149565;6701373995;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018892439&doi=10.3389%2ffnhum.2017.00218&partnerID=40&md5=53af790e696bdf75d63ab0ea707a67a8","Alpha oscillations; Attention; Beta oscillations; Cognitive control; Error detection; Response time; Theta oscillations","attention; electroencephalogram; executive function; modulation; oscillation; response time; uncertainty; velocity"
"Kovalova A.","57188749925;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016117309&doi=10.1080%2f17503132.2017.1300425&partnerID=40&md5=74c6f3ee642e64137b970a9519b81c5c",,
"Tulchinsky G.","57192937844;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020285266&doi=10.1080%2f19409419.2017.1323176&partnerID=40&md5=ed5f52abc637b9695c917b907cd39a0e",,
"Mylonas Y.","54791223700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986213831&doi=10.1080%2f13504630.2016.1225495&partnerID=40&md5=5c98d56953fcff001757e0907d0c3bf0","archive; civic culture; gentrification; Greece; Holocaust; memory; Thessaloniki","culture; gentrification; social media; Central Macedonia; Greece; Thessaloniki [Central Macedonia]"
"Kompatsiaris P.","56392918200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979708907&doi=10.1080%2f13504630.2016.1207513&partnerID=40&md5=6ee5b5f37a2334ba626c3cb778601951","Greek film; othering; race; Representation; visual culture","colonialism; cultural history; film industry; geopolitics; modernity; nineteenth century; race; Greece"
"Savelyev A.","57192936912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017124328&doi=10.1080%2f13600834.2017.1301036&partnerID=40&md5=04167ebfa3429a6e3f329f44df27ee99","Bitcoin; Blockchain; Contract; obligation; Smart contract",
"Blyakhman L.G., Gromov E.M., Onosova I.V., Tyutin V.V.","6507501928;56707638200;57190575020;6603597680;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015695497&doi=10.1016%2fj.physleta.2017.02.043&partnerID=40&md5=e49fed02539a73dba54358e4e0f18c5e","Dispersion; Korteweg–de Vries equation; Linear Schrödinger equation; Nonlinearity; Numerical simulation; Soliton",
"Esakov G.","23495909500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023609452&doi=10.1093%2fjicj%2fmqx007&partnerID=40&md5=956e0eb2efc74fa31a5f0da656fe7082",,
"Fursov K., Thurner T., Nefedova A.","22734005700;23978154900;57194141727;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013638224&doi=10.1016%2fj.techfore.2017.02.016&partnerID=40&md5=cb2cc105d05f1278fc473a644c9f9b20","Community innovation; Consumer innovation; Daily practices; Innovation behavior; Russia; User innovation","Consumer behavior; Innovation; Consumer innovations; Consumer preferences; Cultural backgrounds; Daily practices; Media consumption; Russia; Technology usages; User innovation; Behavioral research; identification method; innovation; psychology; Russian Federation"
